"HSS","HSS16X4X.313","HSS16X4X5/16","F","HSS406.4X101.6X7.9","HSS406.4X101.6X7.9",60.0,7160,"–","–",406,"–","–","–",102,"–","–","–","–","–","–","–",7.94,7.39,"–","–","–","–","–","–","–","–","–",10.7,"–",52.0,"–",128,837,631,134,13.8,303,272,43.9,"–","–","–",42900,"–",554,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS16X4X.250","HSS16X4X1/4","F","HSS406.4X101.6X6.4","HSS406.4X101.6X6.4",48.6,5780,"–","–",406,"–","–","–",102,"–","–","–","–","–","–","–",6.35,5.92,"–","–","–","–","–","–","–","–","–",14.2,"–",65.7,"–",105,683,518,135,11.5,249,226,44.7,"–","–","–",35500,"–",452,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS16X4X.188","HSS16X4X3/16","F","HSS406.4X101.6X4.8","HSS406.4X101.6X4.8",36.7,4360,"–","–",406,"–","–","–",102,"–","–","–","–","–","–","–",4.76,4.42,"–","–","–","–","–","–","–","–","–",20.0,"–",89.0,"–",80.3,519,397,136,8.95,192,177,45.2,"–","–","–",27300,"–",346,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X14X.625","HSS14X14X5/8","F","HSS355.6X355.6X15.9","HSS355.6X355.6X15.9",164,19500,"–","–",356,"–","–","–",356,"–","–","–","–","–","–","–",15.9,14.8,"–","–","–","–","–","–","–","–","–",21.1,"–",21.1,"–",373,2470,2100,138,373,2470,2100,138,"–","–","–",595000,"–",3410,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X14X.500","HSS14X14X1/2","F","HSS355.6X355.6X12.7","HSS355.6X355.6X12.7",133,15900,"–","–",356,"–","–","–",356,"–","–","–","–","–","–","–",12.7,11.8,"–","–","–","–","–","–","–","–","–",27.1,"–",27.1,"–",309,2030,1740,139,309,2030,1740,139,"–","–","–",487000,"–",2790,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X14X.375","HSS14X14X3/8","F","HSS355.6X355.6X9.5","HSS355.6X355.6X9.5",102,12100,"–","–",356,"–","–","–",356,"–","–","–","–","–","–","–",9.53,8.86,"–","–","–","–","–","–","–","–","–",37.1,"–",37.1,"–",240,1560,1350,141,240,1560,1350,141,"–","–","–",375000,"–",2130,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X14X.313","HSS14X14X5/16","F","HSS355.6X355.6X7.9","HSS355.6X355.6X7.9",85.3,10100,"–","–",356,"–","–","–",356,"–","–","–","–","–","–","–",7.94,7.39,"–","–","–","–","–","–","–","–","–",45.1,"–",45.1,"–",204,1320,1150,142,204,1320,1150,142,"–","–","–",316000,"–",1790,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X10X.625","HSS14X10X5/8","F","HSS355.6X254X15.9","HSS355.6X254X15.9",139,16600,"–","–",356,"–","–","–",254,"–","–","–","–","–","–","–",15.9,14.8,"–","–","–","–","–","–","–","–","–",14.2,"–",21.1,"–",286,1970,1610,131,169,1560,1340,101,"–","–","–",346000,"–",2390,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X10X.500","HSS14X10X1/2","F","HSS355.6X254X12.7","HSS355.6X254X12.7",113,13500,"–","–",356,"–","–","–",254,"–","–","–","–","–","–","–",12.7,11.8,"–","–","–","–","–","–","–","–","–",18.5,"–",27.1,"–",239,1620,1340,133,142,1290,1120,103,"–","–","–",285000,"–",1970,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X10X.375","HSS14X10X3/8","F","HSS355.6X254X9.5","HSS355.6X254X9.5",86.4,10300,"–","–",356,"–","–","–",254,"–","–","–","–","–","–","–",9.53,8.86,"–","–","–","–","–","–","–","–","–",25.7,"–",37.1,"–",186,1250,1050,134,111,995,875,104,"–","–","–",220000,"–",1500,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
