AU_14,750,408,10.0,8.3,132.3,77.9,103.8,28880,1405,820,1663
AU_16,750,411,11.5,9.3,146.5,86.3,115.0,32850,1600,935,1891
AU_18,750,441,10.5,9.1,150.3,88.5,118.0,39300,1780,1030,2082
AU_20,750,444,12.0,10.0,164.6,96.9,129.2,44440,2000,1155,2339
AU_23,750,447,13.0,9.5,173.4,102.1,136.1,50700,2270,1285,2600
AU_25,750,450,14.5,10.2,187.5,110.4,147.2,56240,2500,1420,2866
